,0
2998,0
2999,1
3000,1
3001,1
3002,1
3003,0
3004,1
3005,1
3006,1
3007,0
3008,1
3009,1
3010,1
3011,1
3012,0
3013,0
3014,1
3015,1
3016,0
3017,1
3018,0
3019,0
3020,0
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,0
3029,0
3030,0
3031,1
3032,1
3033,0
3034,0
3035,1
3036,1
3037,1
3038,1
3039,1
3040,0
3041,0
3042,0
3043,1
3044,0
3045,1
3046,1
3047,1
3048,1
3049,0
3050,1
3051,1
3052,1
3053,1
3054,0
3055,1
3056,1
3057,0
3058,1
3059,1
3060,1
3061,0
3062,0
3063,0
3064,1
3065,0
3066,1
3067,1
3068,1
3069,1
3070,0
3071,1
3072,1
3073,1
3074,1
3075,1
3076,0
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,0
3089,0
3090,1
3091,1
3092,1
3093,0
3094,1
3095,1
3096,1
3097,0
3098,0
3099,1
3100,1
3101,1
3102,1
3103,0
3104,1
3105,1
3106,1
3107,1
3108,0
3109,1
3110,1
3111,1
3112,1
3113,0
3114,0
3115,1
3116,0
3117,1
3118,1
3119,0
3120,1
3121,1
3122,1
3123,0
3124,1
3125,1
3126,1
3127,0
3128,0
3129,1
3130,0
3131,1
3132,0
3133,1
3134,0
3135,0
3136,1
3137,0
3138,0
3139,1
3140,1
3141,1
3142,0
3143,0
3144,1
3145,0
3146,1
3147,0
3148,0
3149,0
3150,0
3151,0
3152,1
3153,1
3154,1
3155,1
3156,0
3157,0
3158,1
3159,0
3160,1
3161,0
3162,1
3163,1
3164,1
3165,0
3166,1
3167,0
3168,1
3169,1
3170,0
3171,1
3172,0
3173,1
3174,1
3175,1
3176,1
3177,1
3178,0
3179,1
3180,1
3181,0
3182,1
3183,0
3184,1
3185,1
3186,1
3187,1
3188,0
3189,0
3190,1
3191,1
3192,1
3193,0
3194,0
3195,1
3196,0
3197,0
3198,1
3199,1
3200,1
3201,1
3202,0
3203,1
3204,1
3205,0
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,1
3214,0
3215,0
3216,1
3217,0
3218,0
3219,0
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,0
3230,1
3231,0
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,1
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,0
3255,1
3256,1
3257,1
3258,0
3259,1
3260,0
3261,1
3262,1
3263,0
3264,0
3265,1
3266,1
3267,0
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,0
3281,1
3282,0
3283,0
3284,1
3285,0
3286,1
3287,1
3288,0
3289,0
3290,0
3291,1
3292,1
3293,1
3294,0
3295,1
3296,1
3297,0
3298,0
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3305,1
3306,1
3307,0
3308,0
3309,0
3310,0
3311,1
3312,1
3313,0
3314,0
3315,1
3316,1
3317,0
3318,1
3319,1
3320,0
3321,0
3322,1
3323,1
3324,1
3325,1
3326,0
3327,1
3328,0
3329,1
3330,1
3331,0
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,0
3339,0
3340,1
3341,0
3342,1
3343,0
3344,0
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3352,1
3353,1
3354,0
3355,1
3356,1
3357,0
3358,0
3359,0
3360,1
3361,0
3362,1
3363,1
3364,1
3365,0
3366,1
3367,1
3368,0
3369,1
3370,0
3371,0
3372,1
3373,0
3374,1
3375,0
3376,0
3377,1
3378,1
3379,1
3380,0
3381,0
3382,0
3383,1
3384,1
3385,1
3386,0
3387,1
3388,0
3389,0
3390,0
3391,1
3392,0
3393,1
3394,0
3395,0
3396,1
3397,0
3398,0
3399,0
3400,1
3401,1
3402,1
3403,1
3404,1
3405,0
3406,1
3407,0
3408,1
3409,1
3410,1
3411,0
3412,0
3413,0
3414,1
3415,0
3416,1
3417,1
3418,0
3419,1
3420,1
3421,0
3422,0
3423,1
3424,1
3425,0
3426,1
3427,1
3428,0
3429,1
3430,1
3431,1
3432,0
3433,1
3434,0
3435,1
3436,0
3437,1
3438,1
3439,1
3440,1
3441,1
3442,0
3443,0
3444,1
3445,1
3446,1
3447,1
3448,1
3449,0
3450,0
3451,1
3452,1
3453,1
3454,1
3455,0
3456,1
3457,1
3458,0
3459,0
3460,0
3461,1
3462,0
3463,0
3464,0
3465,0
3466,1
3467,0
3468,1
3469,0
3470,1
3471,0
3472,0
3473,0
3474,1
3475,0
3476,1
3477,0
3478,1
3479,1
3480,0
3481,0
3482,1
3483,0
3484,0
3485,1
3486,1
3487,0
3488,1
3489,0
3490,1
3491,1
3492,0
3493,1
3494,0
3495,1
3496,0
3497,1
3498,1
3499,0
3500,0
3501,1
3502,1
3503,1
3504,0
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3511,1
3512,1
3513,1
3514,0
3515,0
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,0
3525,1
3526,0
3527,0
3528,1
3529,1
3530,0
3531,1
3532,1
3533,1
3534,1
3535,1
3536,0
3537,1
3538,0
3539,1
3540,0
3541,1
3542,0
3543,0
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,0
3552,1
3553,1
3554,1
3555,1
3556,1
3557,0
3558,1
3559,1
3560,0
3561,1
3562,1
3563,0
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,0
3571,1
3572,1
3573,0
3574,1
3575,0
3576,0
3577,1
3578,1
3579,0
3580,1
3581,1
3582,0
3583,1
3584,0
3585,0
3586,1
3587,1
3588,1
3589,0
3590,1
3591,0
3592,1
3593,1
3594,1
3595,0
3596,1
3597,1
3598,0
3599,1
3600,1
3601,1
3602,0
3603,1
3604,0
3605,1
3606,0
3607,1
3608,1
3609,1
3610,0
3611,0
3612,1
3613,0
3614,1
3615,1
3616,1
3617,1
3618,0
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,0
3626,0
3627,1
3628,0
3629,1
3630,1
3631,0
3632,1
3633,1
3634,1
3635,1
3636,1
3637,0
3638,1
3639,1
3640,0
3641,1
3642,0
3643,1
3644,1
3645,1
3646,1
3647,0
3648,0
3649,1
3650,1
3651,1
3652,1
3653,1
3654,0
3655,1
3656,1
3657,0
3658,0
3659,0
3660,0
3661,1
3662,0
3663,1
3664,1
3665,0
3666,0
3667,1
3668,1
3669,0
3670,1
3671,0
3672,1
3673,0
3674,1
3675,0
3676,1
3677,1
3678,1
3679,1
3680,1
3681,0
3682,1
3683,0
3684,0
3685,1
3686,1
3687,1
3688,0
3689,1
3690,1
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,0
3706,1
3707,0
3708,0
3709,0
3710,1
3711,1
3712,0
3713,0
3714,0
3715,1
3716,0
3717,1
3718,1
3719,1
3720,1
3721,0
3722,0
3723,0
3724,0
3725,1
3726,1
3727,1
3728,1
3729,0
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,0
3740,1
3741,1
3742,1
3743,1
3744,1
3745,1
3746,0
3747,1
3748,1
3749,1
3750,0
3751,1
3752,1
3753,1
3754,0
3755,0
3756,1
3757,1
3758,1
3759,0
3760,0
3761,0
3762,1
3763,1
3764,0
3765,1
3766,0
3767,1
3768,1
3769,0
3770,1
3771,1
3772,0
3773,1
3774,1
3775,1
3776,1
3777,0
3778,1
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,0
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3800,0
3801,0
3802,1
3803,0
3804,1
3805,1
3806,0
3807,1
3808,0
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,0
3818,1
3819,0
3820,1
3821,1
3822,1
3823,0
3824,0
3825,1
3826,1
3827,1
3828,0
3829,0
3830,0
3831,0
3832,0
3833,1
3834,0
3835,1
3836,0
3837,1
3838,1
3839,1
3840,0
3841,0
3842,1
3843,1
3844,1
3845,0
3846,1
3847,1
3848,0
3849,0
3850,1
3851,0
3852,1
3853,0
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,0
3863,0
3864,1
3865,0
3866,0
3867,0
3868,1
3869,0
3870,1
3871,1
3872,0
3873,1
3874,0
3875,1
3876,1
3877,0
3878,1
3879,1
3880,1
3881,1
3882,0
3883,0
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,0
3891,1
3892,1
3893,1
3894,1
3895,0
3896,0
3897,1
3898,0
3899,1
3900,1
3901,0
3902,0
3903,1
3904,1
3905,1
3906,1
3907,0
3908,0
3909,0
3910,1
3911,0
3912,1
3913,1
3914,1
3915,0
3916,1
3917,1
3918,1
3919,0
3920,1
3921,1
3922,0
3923,1
3924,1
3925,1
3926,0
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,0
3935,0
3936,0
3937,0
3938,1
3939,1
3940,1
3941,1
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,1
3951,0
3952,1
3953,1
3954,0
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,0
3962,0
3963,1
3964,0
3965,0
3966,0
3967,0
3968,1
3969,0
3970,1
3971,0
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,0
3986,0
3987,1
3988,1
3989,1
3990,1
3991,1
3992,0
3993,1
3994,1
3995,1
3996,1
3997,1
3998,0
3999,1
4000,1
4001,1
4002,0
4003,0
4004,1
4005,0
4006,0
4007,1
4008,0
4009,0
4010,0
4011,0
4012,0
4013,1
4014,0
4015,1
4016,0
4017,0
4018,1
4019,1
4020,0
4021,0
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,0
4030,1
4031,1
4032,0
4033,0
4034,1
4035,1
4036,0
4037,1
4038,1
4039,1
4040,0
4041,1
4042,1
4043,1
4044,1
4045,1
4046,1
4047,0
4048,1
4049,1
4050,1
4051,1
4052,0
4053,1
4054,0
4055,1
4056,1
4057,0
4058,0
4059,1
4060,0
4061,1
4062,1
4063,1
4064,0
4065,0
4066,0
4067,0
4068,1
4069,1
4070,0
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,1
4084,0
4085,0
4086,1
4087,0
4088,1
4089,0
4090,1
4091,0
4092,0
4093,1
4094,0
4095,1
4096,1
4097,1
4098,0
4099,0
4100,1
4101,1
4102,0
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,0
4110,0
4111,1
4112,1
4113,0
4114,1
4115,0
4116,1
4117,1
4118,1
4119,1
4120,0
4121,1
4122,1
4123,1
4124,0
4125,1
4126,0
4127,0
4128,0
4129,1
4130,1
4131,0
4132,1
4133,1
4134,0
4135,1
4136,1
4137,1
4138,1
4139,0
4140,0
4141,1
4142,1
4143,1
4144,1
4145,1
4146,0
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,1
4155,1
4156,1
4157,0
4158,1
4159,0
4160,1
4161,0
4162,1
4163,1
4164,1
4165,0
4166,1
4167,1
4168,1
4169,1
4170,1
4171,0
4172,1
4173,0
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,0
4185,1
4186,1
4187,0
4188,1
4189,0
4190,0
4191,1
4192,0
4193,0
4194,0
4195,1
4196,0
4197,0
4198,1
4199,0
4200,1
4201,1
4202,0
4203,1
4204,0
4205,1
4206,1
4207,1
4208,1
4209,1
4210,1
4211,1
4212,1
4213,1
4214,0
4215,0
4216,1
4217,1
4218,0
4219,0
4220,0
4221,0
4222,1
4223,0
4224,1
4225,1
4226,1
4227,1
4228,0
4229,0
4230,1
4231,1
4232,0
4233,0
4234,1
4235,1
4236,0
4237,1
4238,1
4239,0
4240,0
4241,0
4242,0
4243,0
4244,1
4245,0
4246,1
4247,1
4248,1
4249,0
4250,1
4251,0
4252,1
4253,0
4254,1
4255,0
4256,1
4257,1
4258,0
4259,0
4260,1
4261,1
4262,1
4263,1
4264,0
4265,1
4266,0
4267,1
4268,1
4269,0
4270,0
4271,1
4272,0
4273,0
4274,0
4275,0
4276,1
4277,0
4278,0
4279,0
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,0
4289,0
4290,1
4291,0
4292,0
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,0
4300,1
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,0
4311,0
4312,1
4313,1
4314,1
4315,1
4316,1
4317,0
4318,1
4319,1
4320,1
4321,0
4322,0
4323,1
4324,1
4325,1
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,0
4333,1
4334,1
4335,0
4336,1
4337,0
4338,1
4339,0
4340,1
4341,0
4342,1
4343,1
4344,0
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,0
4353,1
4354,1
4355,0
4356,0
4357,1
4358,1
4359,1
4360,0
4361,0
4362,0
4363,0
4364,0
4365,1
4366,1
4367,1
4368,1
4369,0
4370,1
4371,0
4372,0
4373,1
4374,0
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,0
4382,1
4383,1
4384,1
4385,0
4386,1
4387,0
4388,0
4389,0
4390,1
4391,0
4392,1
4393,0
4394,0
4395,0
4396,1
4397,0
4398,1
4399,0
4400,1
4401,0
4402,1
4403,1
4404,1
4405,1
4406,0
4407,1
4408,1
4409,0
4410,0
4411,0
4412,1
4413,1
4414,1
4415,1
4416,0
4417,0
4418,0
4419,1
4420,0
4421,0
4422,1
4423,1
4424,1
4425,1
4426,0
4427,1
4428,0
4429,1
4430,1
4431,1
4432,1
4433,0
4434,0
4435,0
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,0
4445,1
4446,1
4447,1
4448,1
4449,1
4450,0
4451,0
4452,1
4453,1
4454,1
4455,1
4456,1
4457,0
4458,1
4459,1
4460,1
4461,0
4462,1
4463,1
4464,0
4465,0
4466,0
4467,1
4468,1
4469,1
4470,0
4471,1
4472,1
4473,1
4474,0
4475,1
4476,0
4477,1
4478,1
4479,0
4480,0
4481,0
4482,1
4483,1
4484,1
4485,1
4486,0
4487,1
4488,1
4489,0
4490,1
4491,0
4492,0
4493,1
4494,0
4495,1
4496,0
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,0
4505,1
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,0
4519,1
4520,0
4521,1
4522,1
4523,1
4524,1
4525,0
4526,1
4527,0
4528,1
4529,1
4530,0
4531,1
4532,0
4533,1
4534,0
4535,0
4536,1
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,0
4544,1
4545,1
4546,0
4547,0
4548,1
4549,0
4550,1
4551,0
4552,0
4553,0
4554,1
4555,0
4556,1
4557,0
4558,0
4559,1
4560,1
4561,1
4562,0
4563,0
4564,1
4565,0
4566,1
4567,0
4568,1
4569,0
4570,0
4571,1
4572,1
4573,1
4574,1
4575,1
4576,0
4577,1
4578,1
4579,0
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,0
4590,0
4591,1
4592,1
4593,0
4594,1
4595,0
4596,1
4597,1
4598,0
4599,1
4600,1
4601,1
4602,0
4603,1
4604,0
4605,1
4606,1
4607,1
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,0
4615,0
4616,1
4617,0
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,0
4641,1
4642,1
4643,1
4644,1
4645,1
4646,1
4647,1
4648,1
4649,1
4650,1
4651,1
4652,1
4653,0
4654,1
4655,0
4656,1
4657,0
4658,1
4659,1
4660,1
4661,1
4662,0
4663,1
4664,1
4665,1
4666,1
4667,1
4668,1
4669,0
4670,1
4671,1
4672,1
4673,0
4674,1
4675,1
4676,1
4677,1
4678,1
4679,1
4680,0
4681,1
4682,0
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,0
4690,1
4691,1
4692,1
4693,0
4694,1
4695,1
4696,0
4697,0
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,0
4705,0
4706,1
4707,1
4708,0
4709,1
4710,1
4711,1
4712,0
4713,0
4714,1
4715,1
4716,0
4717,0
4718,1
4719,0
4720,0
4721,1
4722,1
4723,1
4724,1
4725,1
4726,0
4727,0
4728,0
4729,1
4730,1
4731,1
4732,0
4733,1
4734,0
4735,1
4736,0
4737,0
4738,1
4739,0
4740,1
4741,0
4742,0
4743,1
4744,1
4745,0
4746,1
4747,0
4748,1
4749,0
4750,1
4751,0
4752,1
4753,1
4754,0
4755,1
4756,1
4757,0
4758,1
4759,0
4760,1
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,1
4776,1
4777,0
4778,1
4779,0
4780,0
4781,1
4782,1
4783,0
4784,1
4785,1
4786,1
4787,0
4788,1
4789,1
4790,1
4791,0
4792,1
4793,0
4794,1
4795,0
4796,1
4797,1
4798,1
4799,0
4800,1
4801,1
4802,1
4803,0
4804,0
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,0
4812,0
4813,1
4814,1
4815,0
4816,1
4817,1
4818,0
4819,0
4820,0
4821,1
4822,1
4823,0
4824,1
4825,1
4826,1
4827,1
4828,1
4829,1
4830,1
4831,0
4832,0
4833,0
4834,1
4835,1
4836,1
4837,0
4838,0
4839,1
4840,1
4841,1
4842,0
4843,0
4844,1
4845,1
4846,0
4847,1
4848,1
4849,0
4850,1
4851,1
4852,0
4853,1
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,0
4862,0
4863,1
4864,1
4865,0
4866,1
4867,0
4868,0
4869,0
4870,0
4871,1
4872,0
4873,0
4874,1
4875,0
4876,1
4877,0
4878,1
4879,1
4880,0
4881,1
4882,1
4883,0
4884,1
4885,0
4886,1
4887,1
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,0
4897,1
4898,0
4899,1
4900,0
4901,0
4902,0
4903,0
4904,1
4905,1
4906,0
4907,1
4908,0
4909,1
4910,0
4911,1
4912,1
4913,1
4914,0
4915,0
4916,1
4917,1
4918,0
4919,1
4920,1
4921,1
4922,1
4923,1
4924,0
4925,1
4926,1
4927,1
4928,1
4929,0
4930,1
4931,1
4932,1
4933,1
4934,1
4935,0
4936,1
4937,0
4938,0
4939,1
4940,0
4941,0
4942,0
4943,1
4944,1
4945,1
4946,0
4947,1
4948,1
4949,1
4950,0
4951,1
4952,0
4953,0
4954,1
4955,1
4956,1
4957,0
4958,0
4959,0
4960,0
4961,1
4962,0
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,0
4970,1
4971,0
4972,0
4973,1
4974,1
4975,0
4976,1
4977,0
4978,1
4979,1
4980,1
4981,1
4982,0
4983,1
4984,0
4985,0
4986,0
4987,1
4988,1
4989,0
4990,0
4991,0
4992,1
4993,1
4994,1
4995,1
4996,1
4997,1
4998,0
4999,1
5000,1
5001,0
5002,1
5003,1
5004,0
5005,1
5006,0
5007,1
5008,1
5009,0
5010,0
5011,1
5012,1
5013,0
5014,0
5015,0
5016,0
5017,1
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,0
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,1
5035,1
5036,1
5037,1
5038,1
5039,0
5040,1
5041,1
5042,0
5043,1
5044,1
5045,0
5046,1
5047,1
5048,0
5049,1
5050,1
5051,1
5052,1
5053,1
5054,1
5055,1
5056,0
5057,0
5058,1
5059,0
5060,0
5061,1
5062,0
5063,1
5064,1
5065,0
5066,1
5067,1
5068,1
5069,0
5070,1
5071,0
5072,0
5073,1
5074,1
5075,1
5076,1
5077,1
5078,0
5079,1
5080,1
5081,1
5082,1
5083,1
5084,0
5085,1
5086,0
5087,0
5088,1
5089,0
5090,1
5091,0
5092,0
5093,0
5094,1
5095,1
5096,1
5097,1
5098,1
5099,1
5100,1
5101,1
5102,1
5103,0
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,0
5111,1
5112,1
5113,1
5114,1
5115,1
5116,1
5117,0
5118,1
5119,1
5120,1
5121,0
5122,0
5123,1
5124,1
5125,1
5126,1
5127,0
5128,1
5129,1
5130,0
5131,1
5132,0
5133,1
5134,1
5135,0
5136,0
5137,0
5138,1
5139,1
5140,1
5141,1
5142,1
5143,0
5144,1
5145,1
5146,0
5147,0
5148,0
5149,1
5150,0
5151,1
5152,1
5153,1
5154,0
5155,1
5156,1
5157,1
5158,1
5159,1
5160,1
5161,0
5162,1
5163,0
5164,1
5165,0
5166,1
5167,0
5168,1
5169,1
5170,1
5171,1
5172,0
5173,1
5174,0
5175,0
5176,0
5177,1
5178,0
5179,1
5180,0
5181,1
5182,0
5183,1
5184,1
5185,1
5186,1
5187,1
5188,0
5189,1
5190,1
5191,0
5192,1
5193,0
5194,0
5195,1
5196,1
5197,1
5198,1
5199,1
5200,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,1
5209,1
5210,1
5211,0
5212,1
5213,1
5214,1
5215,1
5216,1
5217,1
5218,1
5219,1
5220,0
5221,1
5222,0
5223,1
5224,1
5225,1
5226,1
5227,1
5228,1
5229,1
5230,1
5231,0
5232,0
5233,0
5234,1
5235,1
5236,1
5237,0
5238,1
5239,0
5240,1
5241,1
5242,0
5243,0
5244,0
5245,1
5246,0
5247,0
5248,1
5249,1
5250,0
5251,0
5252,0
5253,0
5254,1
5255,1
5256,0
5257,1
5258,1
5259,1
5260,0
5261,1
5262,1
5263,1
5264,0
5265,1
5266,1
5267,0
5268,0
5269,1
5270,1
5271,0
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,0
5279,0
5280,1
5281,0
5282,0
5283,1
5284,0
5285,1
5286,1
5287,0
5288,1
5289,0
5290,1
5291,0
5292,0
5293,1
5294,1
5295,1
5296,0
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,0
5306,1
5307,1
5308,1
5309,0
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,1
5319,1
5320,1
5321,1
5322,0
5323,1
5324,0
5325,0
5326,1
5327,1
5328,0
5329,0
5330,1
5331,1
5332,0
5333,1
5334,1
5335,0
5336,1
5337,1
5338,1
5339,0
5340,1
5341,0
5342,0
5343,1
5344,1
5345,1
5346,0
5347,1
5348,1
5349,0
5350,1
5351,1
5352,1
5353,1
5354,0
5355,1
5356,1
5357,0
5358,0
5359,1
5360,1
5361,1
5362,1
5363,1
5364,0
5365,0
5366,1
5367,1
5368,1
5369,1
5370,0
5371,1
5372,1
5373,1
5374,1
5375,0
5376,1
5377,1
5378,1
5379,0
5380,1
5381,1
5382,1
5383,0
5384,1
5385,1
5386,1
5387,1
5388,1
5389,0
5390,1
5391,1
5392,0
5393,0
5394,1
5395,1
5396,1
5397,0
5398,0
5399,1
5400,0
5401,1
5402,0
5403,1
5404,1
5405,1
5406,1
5407,0
5408,1
5409,1
5410,1
5411,0
5412,0
5413,1
5414,1
5415,1
5416,0
5417,1
5418,0
5419,1
5420,0
5421,0
5422,1
5423,1
5424,1
5425,1
5426,1
5427,1
5428,0
5429,1
5430,1
5431,1
5432,1
5433,0
5434,1
5435,0
5436,1
5437,1
5438,0
5439,1
5440,1
5441,0
5442,1
5443,0
5444,1
5445,1
5446,1
5447,0
5448,0
5449,0
5450,0
5451,0
5452,1
5453,1
5454,0
5455,1
5456,1
5457,1
5458,0
5459,1
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,1
5472,1
5473,1
5474,0
5475,1
5476,1
5477,1
5478,0
5479,1
5480,0
5481,0
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,0
5492,1
5493,0
5494,1
5495,0
5496,1
5497,1
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,0
5505,1
5506,0
5507,0
5508,0
5509,0
5510,1
5511,1
5512,1
5513,1
5514,1
5515,0
5516,1
5517,0
5518,1
5519,0
5520,1
5521,1
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,1
5538,1
5539,0
5540,0
5541,1
5542,0
5543,1
5544,1
5545,1
5546,1
5547,1
5548,0
5549,1
5550,0
5551,1
5552,0
5553,0
5554,1
5555,0
5556,0
5557,0
5558,1
5559,1
5560,1
5561,1
5562,1
5563,1
5564,1
5565,1
5566,1
5567,1
5568,0
5569,1
5570,1
5571,1
5572,1
5573,0
5574,1
5575,0
5576,0
5577,1
5578,0
5579,1
5580,1
5581,0
5582,1
5583,1
5584,1
5585,1
5586,1
5587,1
5588,0
5589,0
5590,0
5591,1
5592,1
5593,1
5594,0
5595,1
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,0
5604,0
5605,1
5606,1
5607,0
5608,0
5609,1
5610,0
5611,1
5612,1
5613,0
5614,1
5615,0
5616,0
5617,0
5618,1
5619,1
5620,1
5621,1
5622,0
5623,1
5624,0
5625,1
5626,1
5627,0
5628,0
5629,1
5630,1
5631,0
5632,1
5633,1
5634,1
5635,1
5636,1
5637,1
5638,0
5639,1
5640,0
5641,1
5642,1
5643,1
5644,0
5645,1
5646,0
5647,0
5648,0
5649,1
5650,0
5651,1
5652,1
5653,1
5654,0
5655,1
5656,1
5657,0
5658,1
5659,1
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,0
5667,1
5668,0
5669,1
5670,0
5671,1
5672,1
5673,0
5674,1
5675,0
5676,1
5677,1
5678,1
5679,0
5680,0
5681,0
5682,0
5683,0
5684,1
5685,1
5686,1
5687,0
5688,0
5689,1
5690,1
5691,1
5692,0
5693,1
5694,0
5695,1
5696,1
5697,1
5698,1
5699,0
5700,0
5701,1
5702,1
5703,0
5704,0
5705,1
5706,0
5707,1
5708,1
5709,0
5710,0
5711,1
5712,1
5713,1
5714,1
5715,1
5716,0
5717,1
5718,1
5719,0
5720,0
5721,1
5722,0
5723,0
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,0
5731,1
5732,1
5733,0
5734,1
5735,1
5736,0
5737,0
5738,0
5739,1
5740,1
5741,1
5742,0
5743,0
5744,0
5745,1
5746,0
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5759,0
5760,1
5761,0
5762,1
5763,0
5764,0
5765,1
5766,0
5767,1
5768,1
5769,1
5770,1
5771,1
5772,1
5773,1
5774,1
5775,1
5776,0
5777,1
5778,1
5779,1
5780,1
5781,0
5782,0
5783,0
5784,0
5785,1
5786,0
5787,1
5788,0
5789,0
5790,0
5791,1
5792,0
5793,1
5794,0
5795,1
5796,1
